batch,case_id,mnemonic,instruction,ptx_reg_count,ptx_setup_count,sass_total_instrs_O0,sass_target_instrs_O0,sass_gp_regs_O0,sass_extra_regs_O0,sass_sequence_O0,sass_core_instrs_O0,sass_core_sequence_O0,core_filter_notes_O0,sass_total_instrs_O3,sass_target_instrs_O3,sass_gp_regs_O3,sass_extra_regs_O3,sass_sequence_O3,sass_core_instrs_O3,sass_core_sequence_O3,core_filter_notes_O3,audited_sass_instrs_O0,audited_sass_sequence_O0,audit_status,audit_verdict,audit_notes,raw_verdict,cleaned_verdict,verdict,notes
01_tcgen05,T01,mma_cg1_tf32,"tcgen05.mma.cta_group::1.kind::tf32 [%taddr], %desc_a, %desc_b, %idesc, {%mask0, %mask1, %mask2, %mask3}, %enable;",9,8,80,43,17,6,"IADD3 R0, PT, PT, R0, RZ, RZ | MOV R3, R2 | MOV R2, RZ | SEL R8, RZ, 0x1, !P0 | MOV R9, R4 | MOV R10, R5 | MOV R11, R6 | MOV R12, R7 | MOV R4, R15 | MOV R5, R16 | MOV R4, R4 | MOV R5, R5 | MOV R6, R13 | MOV R7, R14 | MOV R6, R6 | MOV R7, R7 | MOV R0, R0 | MOV R2, R2 | MOV R3, R3 | MOV R8, R8 | MOV R9, R9 | MOV R10, R10 | MOV R11, R11 | MOV R12, R12 | ISETP.NE.AND P0, PT, R8, RZ, PT | R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R6 | R2UR UR7, R7 | R2UR UR8, R2 | R2UR UR9, R3 | R2UR UR12, R9 | R2UR UR13, R10 | R2UR UR14, R11 | R2UR UR15, R12 | VOTEU.ANY UP0, P0 | R2UR UR10, R0 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA gdesc[UR4], gdesc[UR6], tmem[UR10], tmem[UR8], idesc[UR9], UR12, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",30,"MOV R3, R2 | MOV R2, RZ | SEL R8, RZ, 0x1, !P0 | MOV R9, R4 | MOV R10, R5 | MOV R11, R6 | MOV R12, R7 | MOV R4, R15 | MOV R5, R16 | MOV R6, R13 | MOV R7, R14 | ISETP.NE.AND P0, PT, R8, RZ, PT | R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R6 | R2UR UR7, R7 | R2UR UR8, R2 | R2UR UR9, R3 | R2UR UR12, R9 | R2UR UR13, R10 | R2UR UR14, R11 | R2UR UR15, R12 | VOTEU.ANY UP0, P0 | R2UR UR10, R0 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA gdesc[UR4], gdesc[UR6], tmem[UR10], tmem[UR8], idesc[UR9], UR12, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)","removed 1 identity IADD3, removed 12 identity MOV",24,11,1,0,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR6, c[0x0][0x380] | LDCU.64 UR8, c[0x0][0x388] | LDCU.64 UR10, c[0x0][0x390] | UMOV UR4, URZ | UISETP.NE.U32.AND UP0, UPT, UR5, URZ, UPT | @P0 ELECT P1, URZ, PT | UTCHMMA gdesc[UR8], gdesc[UR10], tmem[UR6], tmem[UR4], idesc[UR5], UP0 | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",11,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR6, c[0x0][0x380] | LDCU.64 UR8, c[0x0][0x388] | LDCU.64 UR10, c[0x0][0x390] | UMOV UR4, URZ | UISETP.NE.U32.AND UP0, UPT, UR5, URZ, UPT | @P0 ELECT P1, URZ, PT | UTCHMMA gdesc[UR8], gdesc[UR10], tmem[UR6], tmem[UR4], idesc[UR5], UP0 | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",,18,"R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R6 | R2UR UR7, R7 | R2UR UR8, R2 | R2UR UR9, R3 | R2UR UR12, R9 | R2UR UR13, R10 | R2UR UR14, R11 | R2UR UR15, R12 | VOTEU.ANY UP0, P0 | R2UR UR10, R0 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA gdesc[UR4], gdesc[UR6], tmem[UR10], tmem[UR8], idesc[UR9], UR12, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",VERIFIED,1:N,"verified tcgen05 uniform/election protocol; excluded input predicate, coordinate, and shared-address setup",1:N,1:N,1:N,
01_tcgen05,T02,mma_cg2_tf32,"tcgen05.mma.cta_group::2.kind::tf32 [%taddr], %desc_a, %desc_b, %idesc, {%mask0, %mask1, %mask2, %mask3, %mask4, %mask5, %mask6, %mask7}, %enable;",13,12,96,56,17,2,"IADD3 R6, PT, PT, R0, RZ, RZ | MOV R3, R2 | MOV R2, RZ | SEL R0, RZ, 0x1, !P0 | MOV R7, R7 | MOV R10, R10 | MOV R11, R11 | MOV R12, R12 | MOV R13, R13 | MOV R14, R14 | MOV R15, R15 | MOV R16, R16 | MOV R4, R4 | MOV R5, R5 | MOV R4, R4 | MOV R5, R5 | LOP3.LUT R9, R9, R8, RZ, 0x3c, !PT | LOP3.LUT R8, R9, R8, RZ, 0x3c, !PT | LOP3.LUT R9, R9, R8, RZ, 0x3c, !PT | MOV R8, R8 | MOV R9, R9 | MOV R6, R6 | MOV R2, R2 | MOV R3, R3 | MOV R0, R0 | MOV R7, R7 | MOV R10, R10 | MOV R11, R11 | MOV R12, R12 | MOV R13, R13 | MOV R14, R14 | MOV R15, R15 | MOV R16, R16 | ISETP.NE.AND P0, PT, R0, RZ, PT | R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R8 | R2UR UR7, R9 | R2UR UR16, R2 | R2UR UR17, R3 | R2UR UR8, R7 | R2UR UR9, R10 | R2UR UR10, R11 | R2UR UR11, R12 | R2UR UR12, R13 | R2UR UR13, R14 | R2UR UR14, R15 | R2UR UR15, R16 | VOTEU.ANY UP0, P0 | R2UR UR18, R6 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA.2CTA gdesc[UR4], gdesc[UR6], tmem[UR18], tmem[UR16], idesc[UR17], UR8, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",30,"IADD3 R6, PT, PT, R0, RZ, RZ | MOV R3, R2 | MOV R2, RZ | SEL R0, RZ, 0x1, !P0 | LOP3.LUT R9, R9, R8, RZ, 0x3c, !PT | LOP3.LUT R8, R9, R8, RZ, 0x3c, !PT | LOP3.LUT R9, R9, R8, RZ, 0x3c, !PT | ISETP.NE.AND P0, PT, R0, RZ, PT | R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R8 | R2UR UR7, R9 | R2UR UR16, R2 | R2UR UR17, R3 | R2UR UR8, R7 | R2UR UR9, R10 | R2UR UR10, R11 | R2UR UR11, R12 | R2UR UR12, R13 | R2UR UR13, R14 | R2UR UR14, R15 | R2UR UR15, R16 | VOTEU.ANY UP0, P0 | R2UR UR18, R6 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA.2CTA gdesc[UR4], gdesc[UR6], tmem[UR18], tmem[UR16], idesc[UR17], UR8, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",removed 26 identity MOV,24,11,1,0,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR6, c[0x0][0x380] | LDCU.64 UR8, c[0x0][0x388] | LDCU.64 UR10, c[0x0][0x390] | UMOV UR4, URZ | UISETP.NE.U32.AND UP0, UPT, UR5, URZ, UPT | @P0 ELECT P1, URZ, PT | UTCHMMA.2CTA gdesc[UR8], gdesc[UR10], tmem[UR6], tmem[UR4], idesc[UR5], UP0 | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",11,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR6, c[0x0][0x380] | LDCU.64 UR8, c[0x0][0x388] | LDCU.64 UR10, c[0x0][0x390] | UMOV UR4, URZ | UISETP.NE.U32.AND UP0, UPT, UR5, URZ, UPT | @P0 ELECT P1, URZ, PT | UTCHMMA.2CTA gdesc[UR8], gdesc[UR10], tmem[UR6], tmem[UR4], idesc[UR5], UP0 | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",,22,"R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R8 | R2UR UR7, R9 | R2UR UR16, R2 | R2UR UR17, R3 | R2UR UR8, R7 | R2UR UR9, R10 | R2UR UR10, R11 | R2UR UR11, R12 | R2UR UR12, R13 | R2UR UR13, R14 | R2UR UR14, R15 | R2UR UR15, R16 | VOTEU.ANY UP0, P0 | R2UR UR18, R6 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA.2CTA gdesc[UR4], gdesc[UR6], tmem[UR18], tmem[UR16], idesc[UR17], UR8, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",VERIFIED,1:N,"verified tcgen05 uniform/election protocol; excluded input predicate, coordinate, and shared-address setup",1:N,1:N,1:N,
01_tcgen05,T03,mma_cg1_tf32_sp,"tcgen05.mma.sp.cta_group::1.kind::tf32 [%taddr], %desc_a, %desc_b, [%meta], %idesc, {%mask0, %mask1, %mask2, %mask3}, %enable;",10,9,88,45,17,5,"IADD3 R9, PT, PT, R4, RZ, RZ | IADD3 R3, PT, PT, R3, RZ, RZ | LOP3.LUT R3, R3, R2, RZ, 0x3c, !PT | LOP3.LUT R2, R3, R2, RZ, 0x3c, !PT | LOP3.LUT R3, R3, R2, RZ, 0x3c, !PT | SEL R10, RZ, 0x1, !P0 | MOV R11, R5 | MOV R12, R6 | MOV R13, R7 | MOV R8, R8 | MOV R4, R0 | MOV R5, R16 | MOV R4, R4 | MOV R5, R5 | MOV R6, R14 | MOV R7, R15 | MOV R6, R6 | MOV R7, R7 | MOV R9, R9 | MOV R10, R10 | MOV R2, R2 | MOV R3, R3 | MOV R11, R11 | MOV R12, R12 | MOV R13, R13 | MOV R8, R8 | ISETP.NE.AND P0, PT, R10, RZ, PT | R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R6 | R2UR UR7, R7 | R2UR UR8, R2 | R2UR UR9, R3 | R2UR UR12, R11 | R2UR UR13, R12 | R2UR UR14, R13 | R2UR UR15, R8 | VOTEU.ANY UP0, P0 | R2UR UR10, R9 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA gdesc[UR4], gdesc[UR6], tmem[UR10], tmem[UR8], idesc[UR9], UR12, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",31,"IADD3 R9, PT, PT, R4, RZ, RZ | LOP3.LUT R3, R3, R2, RZ, 0x3c, !PT | LOP3.LUT R2, R3, R2, RZ, 0x3c, !PT | LOP3.LUT R3, R3, R2, RZ, 0x3c, !PT | SEL R10, RZ, 0x1, !P0 | MOV R11, R5 | MOV R12, R6 | MOV R13, R7 | MOV R4, R0 | MOV R5, R16 | MOV R6, R14 | MOV R7, R15 | ISETP.NE.AND P0, PT, R10, RZ, PT | R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R6 | R2UR UR7, R7 | R2UR UR8, R2 | R2UR UR9, R3 | R2UR UR12, R11 | R2UR UR13, R12 | R2UR UR14, R13 | R2UR UR15, R8 | VOTEU.ANY UP0, P0 | R2UR UR10, R9 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA gdesc[UR4], gdesc[UR6], tmem[UR10], tmem[UR8], idesc[UR9], UR12, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)","removed 1 identity IADD3, removed 13 identity MOV",24,12,1,0,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR8, c[0x0][0x380] | LDCU.64 UR10, c[0x0][0x388] | LDCU.64 UR12, c[0x0][0x390] | UISETP.NE.U32.AND UP0, UPT, UR6, URZ, UPT | UMOV UR4, UR7 | UMOV UR5, UR6 | @P0 ELECT P1, URZ, PT | UTCHMMA gdesc[UR10], gdesc[UR12], tmem[UR8], tmem[UR4], idesc[UR5], UP0 | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",12,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR8, c[0x0][0x380] | LDCU.64 UR10, c[0x0][0x388] | LDCU.64 UR12, c[0x0][0x390] | UISETP.NE.U32.AND UP0, UPT, UR6, URZ, UPT | UMOV UR4, UR7 | UMOV UR5, UR6 | @P0 ELECT P1, URZ, PT | UTCHMMA gdesc[UR10], gdesc[UR12], tmem[UR8], tmem[UR4], idesc[UR5], UP0 | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",,18,"R2UR UR4, R4 | R2UR UR5, R5 | R2UR UR6, R6 | R2UR UR7, R7 | R2UR UR8, R2 | R2UR UR9, R3 | R2UR UR12, R11 | R2UR UR13, R12 | R2UR UR14, R13 | R2UR UR15, R8 | VOTEU.ANY UP0, P0 | R2UR UR10, R9 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCHMMA gdesc[UR4], gdesc[UR6], tmem[UR10], tmem[UR8], idesc[UR9], UR12, UP0 | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",VERIFIED,1:N,"verified tcgen05 uniform/election protocol; excluded input predicate, coordinate, and shared-address setup",1:N,1:N,1:N,
01_tcgen05,T04,cp_cg1,"tcgen05.cp.cta_group::1.128x256b [%taddr], %desc;",2,2,40,17,5,1,"IADD3 R0, PT, PT, R0, RZ, RZ | MOV R2, R2 | MOV R3, R3 | MOV R0, R0 | MOV R2, R2 | MOV R3, R3 | MOV R2, R2 | MOV R3, R3 | R2UR UR4, R0 | R2UR UR6, R2 | R2UR UR7, R3 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCCP.T.S tmem[UR4], gdesc[UR6] | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",9,"R2UR UR4, R0 | R2UR UR6, R2 | R2UR UR7, R3 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCCP.T.S tmem[UR4], gdesc[UR6] | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)","removed 1 identity IADD3, removed 7 identity MOV",24,9,1,0,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR4, c[0x0][0x380] | LDCU.64 UR6, c[0x0][0x388] | NOP | @P0 ELECT P1, URZ, PT | UTCCP.T.S tmem[UR4], gdesc[UR6] | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",8,"PLOP3.LUT P0, PT, PT, PT, PT, 0x80, 0x8 | LDCU UR4, c[0x0][0x380] | LDCU.64 UR6, c[0x0][0x388] | @P0 ELECT P1, URZ, PT | UTCCP.T.S tmem[UR4], gdesc[UR6] | @P1 PLOP3.LUT P0, PT, P1, PT, PT, 0x8, 0x80 | PLOP3.LUT P1, PT, PT, PT, PT, 0x8, 0x80 | @P0 BRA.U.ANY `(.L_x_0)",removed 1 NOP,9,"R2UR UR4, R0 | R2UR UR6, R2 | R2UR UR7, R3 | PLOP3.LUT P1, PT, PT, PT, PT, 0x80, 0x8 | @P1 ELECT P0, URZ, PT | @P0 PLOP3.LUT P1, PT, P0, PT, PT, 0x8, 0x80 | UTCCP.T.S tmem[UR4], gdesc[UR6] | PLOP3.LUT P0, PT, PT, PT, PT, 0x8, 0x80 | @P1 BRA.U.ANY `(.L_x_0)",VERIFIED,1:N,"verified tcgen05 uniform/election protocol; excluded input predicate, coordinate, and shared-address setup",1:N,1:N,1:N,
01_tcgen05,T05,ld_16x64b_x1,"tcgen05.ld.sync.aligned.16x64b.x1.b32 {%dst0}, [%taddr];",2,1,40,9,6,3,"WARPSYNC.ALL | NOP | IADD3 R0, PT, PT, R0, RZ, RZ | MOV R0, R0 | WARPSYNC.ALL | NOP | R2UR UR4, R0 | LDTM.16 dp64bit R0, tmem[UR4] | MOV R0, R0",3,"WARPSYNC.ALL | R2UR UR4, R0 | LDTM.16 dp64bit R0, tmem[UR4]","removed 2 NOP, removed 1 identity IADD3, removed 2 identity MOV, removed 1 duplicate WARPSYNC.ALL",16,3,3,0,"LDCU UR4, c[0x0][0x380] | LDTM.16 dp64bit R5, tmem[UR4] | LDCU.64 UR4, c[0x0][0x358]",3,"LDCU UR4, c[0x0][0x380] | LDTM.16 dp64bit R5, tmem[UR4] | LDCU.64 UR4, c[0x0][0x358]",,3,"WARPSYNC.ALL | R2UR UR4, R0 | LDTM.16 dp64bit R0, tmem[UR4]",VERIFIED,1:N,verified tcgen05 ld/st protocol: warp sync + R-to-UR routing + TMEM opcode,1:N,1:N,1:N,O3 source locations interleaved by scheduling; O3 core sequence is advisory only; 
01_tcgen05,T06,ld_16x128b_x4,"tcgen05.ld.sync.aligned.16x128b.x4.b32 {%dst0, %dst1, %dst2, %dst3, %dst4, %dst5, %dst6, %dst7}, [%taddr];",9,1,120,16,14,4,"WARPSYNC.ALL | NOP | IADD3 R0, PT, PT, R0, RZ, RZ | MOV R0, R0 | WARPSYNC.ALL | NOP | R2UR UR4, R0 | LDTM.16 dp128bit.x4 R4, tmem[UR4] | MOV R4, R4 | MOV R5, R5 | MOV R6, R6 | MOV R7, R7 | MOV R8, R8 | MOV R9, R9 | MOV R10, R10 | MOV R11, R11",3,"WARPSYNC.ALL | R2UR UR4, R0 | LDTM.16 dp128bit.x4 R4, tmem[UR4]","removed 2 NOP, removed 1 identity IADD3, removed 9 identity MOV, removed 1 duplicate WARPSYNC.ALL",24,3,10,0,"LDCU UR4, c[0x0][0x380] | LDTM.16 dp128bit.x4 R4, tmem[UR4] | LDCU.64 UR4, c[0x0][0x358]",3,"LDCU UR4, c[0x0][0x380] | LDTM.16 dp128bit.x4 R4, tmem[UR4] | LDCU.64 UR4, c[0x0][0x358]",,3,"WARPSYNC.ALL | R2UR UR4, R0 | LDTM.16 dp128bit.x4 R4, tmem[UR4]",VERIFIED,1:N,verified tcgen05 ld/st protocol: warp sync + R-to-UR routing + TMEM opcode,1:N,1:N,1:N,O3 source locations interleaved by scheduling; O3 core sequence is advisory only; 
01_tcgen05,T07,st,"tcgen05.st.sync.aligned.16x64b.x1.b32 [%taddr], {%src0};",2,2,32,8,3,0,"WARPSYNC.ALL | NOP | IADD3 R0, PT, PT, R0, RZ, RZ | MOV R0, R0 | WARPSYNC.ALL | NOP | R2UR UR4, R0 | STTM.16 dp64bit tmem[UR4], R2",3,"WARPSYNC.ALL | R2UR UR4, R0 | STTM.16 dp64bit tmem[UR4], R2","removed 2 NOP, removed 1 identity IADD3, removed 1 identity MOV, removed 1 duplicate WARPSYNC.ALL",16,2,1,0,"LDCU UR4, c[0x0][0x380] | STTM.16 dp64bit tmem[UR4], RZ",2,"LDCU UR4, c[0x0][0x380] | STTM.16 dp64bit tmem[UR4], RZ",,3,"WARPSYNC.ALL | R2UR UR4, R0 | STTM.16 dp64bit tmem[UR4], R2",VERIFIED,1:N,verified tcgen05 ld/st protocol: warp sync + R-to-UR routing + TMEM opcode,1:N,1:N,1:N,
